X	Y (m)	z(m)
1	5.37E+03	4.1
1	5.37E+03	4.1
1	5.37E+03	4.1
1	5.38E+03	4.1
1	5.38E+03	4.11
1	5.38E+03	4.11
1	5.39E+03	4.11
1	5.39E+03	4.11
1	5.39E+03	4.11
1	5.40E+03	4.11
1	5.40E+03	4.11
1	5.40E+03	4.11
1	5.41E+03	4.11
1	5.41E+03	4.11
1	5.41E+03	4.11
1	5.42E+03	4.12
1	5.42E+03	4.12
1	5.43E+03	4.12
1	5.43E+03	4.12
1	5.43E+03	4.13
1	5.44E+03	4.13
1	5.44E+03	4.13
1	5.44E+03	4.13
1	5.45E+03	4.13
1	5.45E+03	4.14
1	5.45E+03	4.14
1	5.46E+03	4.14
1	5.46E+03	4.14
1	5.46E+03	4.14
1	5.47E+03	4.14
1	5.47E+03	4.14
1	5.48E+03	4.14
1	5.48E+03	4.14
1	5.48E+03	4.14
1	5.49E+03	4.15
1	5.49E+03	4.15
1	5.49E+03	4.15
1	5.50E+03	4.15
1	5.50E+03	4.16
1	5.50E+03	4.16
1	5.51E+03	4.16
1	5.51E+03	4.16
1	5.51E+03	4.16
1	5.52E+03	4.17
1	5.52E+03	4.17
1	5.52E+03	4.17
1	5.53E+03	4.17
1	5.53E+03	4.18
1	5.54E+03	4.18
1	5.54E+03	4.18
1	5.54E+03	4.18
1	5.55E+03	4.18
1	5.55E+03	4.18
1	5.55E+03	4.18
1	5.56E+03	4.18
1	5.56E+03	4.18
1	5.56E+03	4.19
1	5.57E+03	4.19
1	5.57E+03	4.19
1	5.57E+03	4.19
1	5.58E+03	4.2
1	5.58E+03	4.2
1	5.59E+03	4.2
1	5.59E+03	4.2
1	5.59E+03	4.21
1	5.60E+03	4.21
1	5.60E+03	4.21
1	5.60E+03	4.21
1	5.61E+03	4.21
1	5.61E+03	4.21
1	5.61E+03	4.21
1	5.62E+03	4.21
1	5.62E+03	4.22
1	5.62E+03	4.22
1	5.63E+03	4.22
1	5.63E+03	4.22
1	5.63E+03	4.23
1	5.64E+03	4.23
1	5.64E+03	4.23
1	5.65E+03	4.23
1	5.65E+03	4.24
1	5.65E+03	4.24
1	5.66E+03	4.24
1	5.66E+03	4.24
1	5.66E+03	4.24
1	5.67E+03	4.24
1	5.67E+03	4.24
1	5.67E+03	4.24
1	5.68E+03	4.25
1	5.68E+03	4.25
1	5.68E+03	4.25
1	5.69E+03	4.26
1	5.69E+03	4.26
1	5.69E+03	4.26
1	5.70E+03	4.26
1	5.70E+03	4.27
1	5.71E+03	4.27
1	5.71E+03	4.27
1	5.71E+03	4.27
1	5.72E+03	4.27
1	5.72E+03	4.27
1	5.72E+03	4.27
1	5.73E+03	4.28
1	5.73E+03	4.28
1	5.73E+03	4.28
1	5.74E+03	4.28
1	5.74E+03	4.29
1	5.74E+03	4.29
1	5.75E+03	4.29
1	5.75E+03	4.3
1	5.76E+03	4.3
1	5.76E+03	4.3
1	5.76E+03	4.3
1	5.77E+03	4.3
1	5.77E+03	4.31
1	5.77E+03	4.31
1	5.77E+03	4.31
1	5.78E+03	4.31
1	5.78E+03	4.31
1	5.78E+03	4.31
1	5.79E+03	4.31
1	5.79E+03	4.31
1	5.79E+03	4.31
1	5.80E+03	4.32
1	5.80E+03	4.32
1	5.80E+03	4.33
1	5.81E+03	4.34
1	5.81E+03	4.34
1	5.82E+03	4.34
1	5.82E+03	4.34
1	5.82E+03	4.34
1	5.83E+03	4.34
1	5.83E+03	4.34
1	5.83E+03	4.34
1	5.84E+03	4.34
1	5.84E+03	4.35
1	5.84E+03	4.35
1	5.85E+03	4.35
1	5.85E+03	4.35
1	5.85E+03	4.35
1	5.86E+03	4.35
1	5.86E+03	4.35
1	5.87E+03	4.35
1	5.87E+03	4.37
1	5.87E+03	4.37
1	5.88E+03	4.37
1	5.88E+03	4.38
1	5.88E+03	4.38
1	5.89E+03	4.38
1	5.89E+03	4.38
1	5.89E+03	4.38
1	5.90E+03	4.38
1	5.90E+03	4.38
1	5.90E+03	4.39
1	5.91E+03	4.39
1	5.91E+03	4.4
1	5.91E+03	4.4
1	5.92E+03	4.4
1	5.92E+03	4.4
1	5.93E+03	4.4
1	5.93E+03	4.4
1	5.93E+03	4.4
1	5.94E+03	4.4
1	5.94E+03	4.41
1	5.94E+03	4.41
1	5.95E+03	4.42
1	5.95E+03	4.43
1	5.95E+03	4.43
1	5.96E+03	4.43
1	5.96E+03	4.43
1	5.96E+03	4.43
1	5.97E+03	4.43
1	5.97E+03	4.43
1	5.97E+03	4.43
1	5.98E+03	4.43
1	5.98E+03	4.43
1	5.99E+03	4.44
1	5.99E+03	4.44
1	5.99E+03	4.45
1	6.00E+03	4.46
1	6.00E+03	4.46
1	6.00E+03	4.46
1	6.01E+03	4.46
1	6.01E+03	4.46
1	6.01E+03	4.46
1	6.02E+03	4.47
1	6.02E+03	4.47
1	6.02E+03	4.47
1	6.03E+03	4.47
1	6.03E+03	4.47
1	6.04E+03	4.47
1	6.04E+03	4.48
1	6.04E+03	4.49
1	6.05E+03	4.49
1	6.05E+03	4.49
1	6.05E+03	4.49
1	6.06E+03	4.49
1	6.06E+03	4.49
1	6.06E+03	4.5
1	6.07E+03	4.5
1	6.07E+03	4.5
1	6.07E+03	4.5
1	6.08E+03	4.5
1	6.08E+03	4.5
1	6.08E+03	4.51
1	6.09E+03	4.51
1	6.09E+03	4.51
1	6.10E+03	4.52
1	6.10E+03	4.52
1	6.10E+03	4.52
1	6.11E+03	4.52
1	6.11E+03	4.53
1	6.11E+03	4.53
1	6.12E+03	4.53
1	6.12E+03	4.53
1	6.12E+03	4.53
1	6.13E+03	4.53
1	6.13E+03	4.54
1	6.13E+03	4.54
1	6.14E+03	4.54
1	6.14E+03	4.55
1	6.15E+03	4.55
1	6.15E+03	4.55
1	6.15E+03	4.56
1	6.16E+03	4.56
1	6.16E+03	4.56
1	6.16E+03	4.56
1	6.17E+03	4.56
1	6.17E+03	4.56
1	6.17E+03	4.56
1	6.18E+03	4.56
1	6.18E+03	4.56
1	6.18E+03	4.58
1	6.19E+03	4.58
1	6.19E+03	4.58
1	6.19E+03	4.58
1	6.20E+03	4.58
1	6.20E+03	4.58
1	6.21E+03	4.58
1	6.21E+03	4.58
1	6.21E+03	4.58
1	6.22E+03	4.58
1	6.22E+03	4.6
1	6.22E+03	4.6
1	6.23E+03	4.6
1	6.23E+03	4.6
1	6.23E+03	4.6
1	6.24E+03	4.6
1	6.24E+03	4.62
1	6.24E+03	4.62
1	6.25E+03	4.62
1	6.25E+03	4.63
1	6.25E+03	4.63
1	6.26E+03	4.63
1	6.26E+03	4.63
1	6.27E+03	4.63
1	6.27E+03	4.63
1	6.27E+03	4.64
1	6.28E+03	4.64
1	6.28E+03	4.64
1	6.28E+03	4.65
1	6.29E+03	4.65
1	6.29E+03	4.66
1	6.29E+03	4.66
1	6.30E+03	4.66
1	6.30E+03	4.66
1	6.30E+03	4.66
1	6.31E+03	4.66
1	6.31E+03	4.67
1	6.32E+03	4.67
1	6.32E+03	4.67
1	6.32E+03	4.68
1	6.33E+03	4.68
1	6.33E+03	4.68
1	6.33E+03	4.69
1	6.34E+03	4.69
1	6.34E+03	4.69
1	6.34E+03	4.69
1	6.35E+03	4.69
1	6.35E+03	4.69
1	6.35E+03	4.7
1	6.36E+03	4.7
1	6.36E+03	4.7
1	6.36E+03	4.71
1	6.37E+03	4.71
1	6.37E+03	4.72
1	6.38E+03	4.72
1	6.38E+03	4.72
1	6.38E+03	4.72
1	6.39E+03	4.72
1	6.39E+03	4.72
1	6.39E+03	4.73
1	6.40E+03	4.73
1	6.40E+03	4.73
1	6.40E+03	4.74
1	6.41E+03	4.74
1	6.41E+03	4.75
1	6.41E+03	4.75
1	6.42E+03	4.75
1	6.42E+03	4.75
1	6.43E+03	4.75
1	6.43E+03	4.75
1	6.43E+03	4.76
1	6.44E+03	4.76
1	6.44E+03	4.76
1	6.44E+03	4.77
1	6.45E+03	4.77
1	6.45E+03	4.78
1	6.45E+03	4.78
1	6.46E+03	4.78
1	6.46E+03	4.79
1	6.46E+03	4.79
1	6.47E+03	4.79
1	6.47E+03	4.79
1	6.47E+03	4.79
1	6.48E+03	4.8
1	6.48E+03	4.8
1	6.49E+03	4.8
1	6.49E+03	4.81
1	6.49E+03	4.81
1	6.50E+03	4.81
1	6.50E+03	4.81
1	6.50E+03	4.81
1	6.51E+03	4.81
1	6.51E+03	4.81
1	6.51E+03	4.81
1	6.52E+03	4.83
1	6.52E+03	4.83
1	6.52E+03	4.83
1	6.53E+03	4.83
1	6.53E+03	4.83
1	6.53E+03	4.85
1	6.54E+03	4.85
1	6.54E+03	4.85
1	6.55E+03	4.85
1	6.55E+03	4.85
1	6.55E+03	4.85
1	6.56E+03	4.85
1	6.56E+03	4.87
1	6.56E+03	4.87
1	6.57E+03	4.87
1	6.57E+03	4.88
1	6.57E+03	4.88
1	6.58E+03	4.88
1	6.58E+03	4.88
1	6.58E+03	4.88
1	6.59E+03	4.89
1	6.59E+03	4.89
1	6.60E+03	4.9
1	6.60E+03	4.9
1	6.60E+03	4.9
1	6.61E+03	4.91
1	6.61E+03	4.91
1	6.61E+03	4.91
1	6.62E+03	4.91
1	6.62E+03	4.92
1	6.62E+03	4.92
1	6.63E+03	4.92
1	6.63E+03	4.93
1	6.63E+03	4.93
1	6.64E+03	4.94
1	6.64E+03	4.94
1	6.64E+03	4.95
1	6.65E+03	4.95
1	6.65E+03	4.95
1	6.66E+03	4.95
1	6.66E+03	4.95
1	6.66E+03	4.96
1	6.67E+03	4.96
1	6.67E+03	4.97
1	6.67E+03	4.97
1	6.68E+03	4.97
1	6.68E+03	4.98
1	6.68E+03	4.98
1	6.69E+03	4.98
1	6.69E+03	4.98
1	6.69E+03	4.99
1	6.70E+03	4.99
1	6.70E+03	4.99
1	6.71E+03	5
1	6.71E+03	5
1	6.71E+03	5.01
1	6.72E+03	5.01
1	6.72E+03	5.01
1	6.72E+03	5.01
1	6.73E+03	5.02
1	6.73E+03	5.02
1	6.73E+03	5.02
1	6.74E+03	5.03
1	6.74E+03	5.03
1	6.74E+03	5.04
1	6.75E+03	5.04
1	6.75E+03	5.04
1	6.75E+03	5.04
1	6.76E+03	5.05
1	6.76E+03	5.05
1	6.77E+03	5.06
1	6.77E+03	5.06
1	6.77E+03	5.07
1	6.78E+03	5.07
1	6.78E+03	5.07
1	6.78E+03	5.07
1	6.79E+03	5.07
1	6.79E+03	5.08
1	6.79E+03	5.08
1	6.80E+03	5.09
1	6.80E+03	5.09
1	6.80E+03	5.1
1	6.81E+03	5.1
1	6.81E+03	5.11
1	6.81E+03	5.11
1	6.82E+03	5.11
1	6.82E+03	5.11
1	6.83E+03	5.12
1	6.83E+03	5.12
1	6.83E+03	5.13
1	6.84E+03	5.13
1	6.84E+03	5.14
1	6.84E+03	5.14
1	6.85E+03	5.14
1	6.85E+03	5.14
1	6.85E+03	5.15
1	6.86E+03	5.15
1	6.86E+03	5.16
1	6.86E+03	5.16
1	6.87E+03	5.17
1	6.87E+03	5.17
1	6.88E+03	5.17
1	6.88E+03	5.17
1	6.88E+03	5.18
1	6.89E+03	5.18
1	6.89E+03	5.19
1	6.89E+03	5.19
1	6.90E+03	5.2
1	6.90E+03	5.2
1	6.90E+03	5.2
1	6.91E+03	5.2
1	6.91E+03	5.21
1	6.91E+03	5.21
1	6.92E+03	5.22
1	6.92E+03	5.22
1	6.92E+03	5.23
1	6.93E+03	5.23
1	6.93E+03	5.23
1	6.94E+03	5.23
1	6.94E+03	5.24
1	6.94E+03	5.24
1	6.95E+03	5.25
1	6.95E+03	5.25
1	6.95E+03	5.26
1	6.96E+03	5.26
1	6.96E+03	5.27
1	6.96E+03	5.27
1	6.97E+03	5.27
1	6.97E+03	5.28
1	6.97E+03	5.28
1	6.98E+03	5.29
1	6.98E+03	5.29
1	6.99E+03	5.3
1	6.99E+03	5.3
1	6.99E+03	5.3
1	7.00E+03	5.3
1	7.00E+03	5.31
1	7.00E+03	5.31
1	7.01E+03	5.32
1	7.01E+03	5.33
1	7.01E+03	5.33
1	7.02E+03	5.33
1	7.02E+03	5.33
1	7.02E+03	5.34
1	7.03E+03	5.34
1	7.03E+03	5.35
1	7.03E+03	5.35
1	7.04E+03	5.35
1	7.04E+03	5.35
1	7.05E+03	5.35
1	7.05E+03	5.37
1	7.05E+03	5.37
1	7.06E+03	5.38
1	7.06E+03	5.38
1	7.06E+03	5.39
1	7.07E+03	5.39
1	7.07E+03	5.39
1	7.07E+03	5.4
1	7.08E+03	5.4
1	7.08E+03	5.41
1	7.08E+03	5.42
1	7.09E+03	5.42
1	7.09E+03	5.42
1	7.09E+03	5.43
1	7.10E+03	5.43
1	7.10E+03	5.44
1	7.11E+03	5.44
1	7.11E+03	5.45
1	7.11E+03	5.45
1	7.12E+03	5.46
1	7.12E+03	5.46
1	7.12E+03	5.46
1	7.13E+03	5.47
1	7.13E+03	5.47
1	7.13E+03	5.48
1	7.14E+03	5.49
1	7.14E+03	5.49
1	7.14E+03	5.49
1	7.15E+03	5.49
1	7.15E+03	5.5
1	7.16E+03	5.51
1	7.16E+03	5.51
1	7.16E+03	5.52
1	7.17E+03	5.52
1	7.17E+03	5.52
1	7.17E+03	5.53
1	7.18E+03	5.53
1	7.18E+03	5.54
1	7.18E+03	5.55
1	7.19E+03	5.55
1	7.19E+03	5.55
1	7.19E+03	5.56
1	7.20E+03	5.56
1	7.20E+03	5.56
1	7.20E+03	5.56
1	7.21E+03	5.58
1	7.21E+03	5.58
1	7.22E+03	5.58
1	7.22E+03	5.58
1	7.22E+03	5.6
1	7.23E+03	5.6
1	7.23E+03	5.6
1	7.23E+03	5.62
1	7.24E+03	5.62
1	7.24E+03	5.62
1	7.24E+03	5.63
1	7.25E+03	5.63
1	7.25E+03	5.64
1	7.25E+03	5.65
1	7.26E+03	5.65
1	7.26E+03	5.65
1	7.27E+03	5.66
1	7.27E+03	5.66
1	7.27E+03	5.67
1	7.28E+03	5.68
1	7.28E+03	5.68
1	7.28E+03	5.68
1	7.29E+03	5.69
1	7.29E+03	5.7
1	7.29E+03	5.7
1	7.30E+03	5.71
1	7.30E+03	5.71
1	7.30E+03	5.71
1	7.31E+03	5.72
1	7.31E+03	5.73
1	7.31E+03	5.74
1	7.32E+03	5.74
1	7.32E+03	5.74
1	7.33E+03	5.75
1	7.33E+03	5.75
1	7.33E+03	5.76
1	7.34E+03	5.77
1	7.34E+03	5.78
1	7.34E+03	5.78
1	7.35E+03	5.78
1	7.35E+03	5.79
1	7.35E+03	5.79
1	7.36E+03	5.8
1	7.36E+03	5.81
1	7.36E+03	5.81
1	7.37E+03	5.81
1	7.37E+03	5.81
1	7.38E+03	5.83
1	7.38E+03	5.83
1	7.38E+03	5.83
1	7.39E+03	5.83
1	7.39E+03	5.85
1	7.39E+03	5.85
1	7.40E+03	5.85
1	7.40E+03	5.87
1	7.40E+03	5.87
1	7.41E+03	5.88
1	7.41E+03	5.88
1	7.41E+03	5.89
1	7.42E+03	5.9
1	7.42E+03	5.9
1	7.42E+03	5.9
1	7.43E+03	5.91
1	7.43E+03	5.92
1	7.44E+03	5.93
1	7.44E+03	5.93
1	7.44E+03	5.94
1	7.45E+03	5.94
1	7.45E+03	5.95
1	7.45E+03	5.95
1	7.46E+03	5.96
1	7.46E+03	5.97
1	7.46E+03	5.97
1	7.47E+03	5.98
1	7.47E+03	5.98
1	7.47E+03	5.99
1	7.48E+03	6
1	7.48E+03	6
1	7.48E+03	6.01
1	7.49E+03	6.01
1	7.49E+03	6.02
1	7.50E+03	6.03
1	7.50E+03	6.03
1	7.50E+03	6.03
1	7.51E+03	6.04
1	7.51E+03	6.05
1	7.51E+03	6.06
1	7.52E+03	6.06
1	7.52E+03	6.06
1	7.52E+03	6.07
1	7.53E+03	6.08
1	7.53E+03	6.09
1	7.53E+03	6.1
1	7.54E+03	6.1
1	7.54E+03	6.1
1	7.55E+03	6.11
1	7.55E+03	6.12
1	7.55E+03	6.13
1	7.56E+03	6.13
1	7.56E+03	6.13
1	7.56E+03	6.14
1	7.57E+03	6.15
1	7.57E+03	6.16
1	7.57E+03	6.16
1	7.58E+03	6.16
1	7.58E+03	6.17
1	7.58E+03	6.18
1	7.59E+03	6.19
1	7.59E+03	6.19
1	7.59E+03	6.2
1	7.60E+03	6.2
1	7.60E+03	6.21
1	7.61E+03	6.22
1	7.61E+03	6.22
1	7.61E+03	6.23
1	7.62E+03	6.24
1	7.62E+03	6.24
1	7.62E+03	6.25
1	7.63E+03	6.26
1	7.63E+03	6.26
1	7.63E+03	6.27
1	7.64E+03	6.28
1	7.64E+03	6.28
1	7.64E+03	6.29
1	7.65E+03	6.29
1	7.65E+03	6.3
1	7.66E+03	6.31
1	7.66E+03	6.32
1	7.66E+03	6.32
1	7.67E+03	6.32
1	7.67E+03	6.33
1	7.67E+03	6.34
1	7.68E+03	6.35
1	7.68E+03	6.35
1	7.68E+03	6.35
1	7.69E+03	6.35
1	7.69E+03	6.37
1	7.69E+03	6.38
1	7.70E+03	6.38
1	7.70E+03	6.39
1	7.70E+03	6.4
1	7.71E+03	6.41
1	7.71E+03	6.41
1	7.72E+03	6.42
1	7.72E+03	6.42
1	7.72E+03	6.43
1	7.73E+03	6.44
1	7.73E+03	6.45
1	7.73E+03	6.45
1	7.74E+03	6.46
1	7.74E+03	6.46
1	7.74E+03	6.47
1	7.75E+03	6.48
1	7.75E+03	6.48
1	7.75E+03	6.49
1	7.76E+03	6.5
1	7.76E+03	6.51
1	7.76E+03	6.51
1	7.77E+03	6.51
1	7.77E+03	6.52
1	7.78E+03	6.53
1	7.78E+03	6.54
1	7.78E+03	6.54
1	7.79E+03	6.55
1	7.79E+03	6.56
1	7.79E+03	6.56
1	7.80E+03	6.56
1	7.80E+03	6.56
1	7.80E+03	6.58
1	7.81E+03	6.58
1	7.81E+03	6.6
1	7.81E+03	6.6
1	7.82E+03	6.6
1	7.82E+03	6.62
1	7.83E+03	6.63
1	7.83E+03	6.63
1	7.83E+03	6.64
1	7.84E+03	6.64
1	7.84E+03	6.65
1	7.84E+03	6.66
1	7.85E+03	6.67
1	7.85E+03	6.67
1	7.85E+03	6.68
1	7.86E+03	6.69
1	7.86E+03	6.69
1	7.86E+03	6.7
1	7.87E+03	6.7
1	7.87E+03	6.71
1	7.87E+03	6.72
1	7.88E+03	6.73
1	7.88E+03	6.73
1	7.89E+03	6.74
1	7.89E+03	6.75
1	7.89E+03	6.76
1	7.90E+03	6.76
1	7.90E+03	6.77
1	7.90E+03	6.77
1	7.91E+03	6.78
1	7.91E+03	6.79
1	7.91E+03	6.8
1	7.92E+03	6.8
1	7.92E+03	6.81
1	7.92E+03	6.81
1	7.93E+03	6.83
1	7.93E+03	6.83
1	7.94E+03	6.83
1	7.94E+03	6.83
1	7.94E+03	6.85
1	7.95E+03	6.85
1	7.95E+03	6.85
1	7.95E+03	6.87
1	7.96E+03	6.88
1	7.96E+03	6.89
1	7.96E+03	6.89
1	7.97E+03	6.89
1	7.97E+03	6.9
1	7.97E+03	6.91
1	7.98E+03	6.92
1	7.98E+03	6.93
1	7.98E+03	6.93
1	7.99E+03	6.94
1	7.99E+03	6.95
1	8.00E+03	6.96
1	8.00E+03	6.96
1	8.00E+03	6.97
1	8.01E+03	6.97
1	8.01E+03	6.98
1	8.01E+03	6.99
1	8.02E+03	6.99
1	8.02E+03	7
1	8.02E+03	7.01
1	8.03E+03	7.02
1	8.03E+03	7.02
1	8.03E+03	7.03
1	8.04E+03	7.04
1	8.04E+03	7.05
1	8.05E+03	7.05
1	8.05E+03	7.05
1	8.05E+03	7.06
1	8.06E+03	7.07
1	8.06E+03	7.08
1	8.06E+03	7.09
1	8.07E+03	7.09
1	8.07E+03	7.1
1	8.07E+03	7.11
1	8.08E+03	7.12
1	8.08E+03	7.12
1	8.08E+03	7.13
1	8.09E+03	7.13
1	8.09E+03	7.14
1	8.09E+03	7.15
1	8.10E+03	7.15
1	8.10E+03	7.16
1	8.11E+03	7.17
1	8.11E+03	7.18
1	8.11E+03	7.18
1	8.12E+03	7.19
1	8.12E+03	7.2
1	8.12E+03	7.21
1	8.13E+03	7.21
1	8.13E+03	7.21
1	8.13E+03	7.22
1	8.14E+03	7.23
1	8.14E+03	7.24
1	8.14E+03	7.25
1	8.15E+03	7.25
1	8.15E+03	7.26
1	8.15E+03	7.27
1	8.16E+03	7.28
1	8.16E+03	7.28
1	8.17E+03	7.29
1	8.17E+03	7.29
1	8.17E+03	7.3
1	8.18E+03	7.31
1	8.18E+03	7.31
1	8.18E+03	7.32
1	8.19E+03	7.33
1	8.19E+03	7.34
1	8.19E+03	7.34
1	8.20E+03	7.35
1	8.20E+03	7.35
1	8.20E+03	7.37
1	8.21E+03	7.37
1	8.21E+03	7.37
1	8.22E+03	7.38
1	8.22E+03	7.39
1	8.22E+03	7.4
1	8.23E+03	7.4
1	8.23E+03	7.41
1	8.23E+03	7.42
1	8.24E+03	7.43
1	8.24E+03	7.44
1	8.24E+03	7.44
1	8.25E+03	7.44
1	8.25E+03	7.45
1	8.25E+03	7.46
1	8.26E+03	7.47
1	8.26E+03	7.47
1	8.26E+03	7.48
1	8.27E+03	7.49
1	8.27E+03	7.5
1	8.28E+03	7.5
1	8.28E+03	7.51
1	8.28E+03	7.51
1	8.29E+03	7.52
1	8.29E+03	7.53
1	8.29E+03	7.53
1	8.30E+03	7.54
1	8.30E+03	7.55
1	8.30E+03	7.56
1	8.31E+03	7.56
1	8.31E+03	7.56
1	8.31E+03	7.58
1	8.32E+03	7.58
1	8.32E+03	7.58
1	8.33E+03	7.6
1	8.33E+03	7.6
1	8.33E+03	7.6
1	8.34E+03	7.62
1	8.34E+03	7.63
1	8.34E+03	7.63
1	8.35E+03	7.64
1	8.35E+03	7.64
1	8.35E+03	7.65
1	8.36E+03	7.66
1	8.36E+03	7.66
1	8.36E+03	7.67
1	8.37E+03	7.68
1	8.37E+03	7.69
1	8.37E+03	7.69
1	8.38E+03	7.7
1	8.38E+03	7.7
1	8.39E+03	7.71
1	8.39E+03	7.72
1	8.39E+03	7.72
1	8.40E+03	7.73
1	8.40E+03	7.74
1	8.40E+03	7.75
1	8.41E+03	7.76
1	8.41E+03	7.76
1	8.41E+03	7.76
1	8.42E+03	7.77
1	8.42E+03	7.78
1	8.42E+03	7.79
1	8.43E+03	7.79
1	8.43E+03	7.8
1	8.43E+03	7.81
1	8.44E+03	7.81
1	8.44E+03	7.81
1	8.45E+03	7.81
1	8.45E+03	7.83
1	8.45E+03	7.83
1	8.46E+03	7.85
1	8.46E+03	7.85
1	8.46E+03	7.85
1	8.47E+03	7.87
1	8.47E+03	7.87
1	8.47E+03	7.88
1	8.48E+03	7.88
1	8.48E+03	7.89
1	8.48E+03	7.9
1	8.49E+03	7.91
1	8.49E+03	7.92
1	8.50E+03	7.92
1	8.50E+03	7.92
1	8.50E+03	7.93
1	8.51E+03	7.94
1	8.51E+03	7.95
1	8.51E+03	7.95
1	8.52E+03	7.96
1	8.52E+03	7.96
1	8.52E+03	7.97
1	8.53E+03	7.98
1	8.53E+03	7.98
1	8.53E+03	7.99
1	8.54E+03	8
1	8.54E+03	8.01
1	8.54E+03	8.01
1	8.55E+03	8.01
1	8.55E+03	8.02
1	8.56E+03	8.03
1	8.56E+03	8.04
1	8.56E+03	8.04
1	8.57E+03	8.04
1	8.57E+03	8.04
1	8.57E+03	8.05
1	8.57E+03	8.06
1	8.57E+03	8.07
1	8.57E+03	8.08
