X	Y (m)	z(m)		
	"4.85e3,"	3.91		
	"4.85e3,"	3.91		
	"4.86e3,"	3.92		
	"4.86e3,"	3.92		
	"4.87e3,"	3.92		
	"4.87e3,"	3.92		
	"4.87e3,"	3.92		
	"4.88e3,"	3.92		
	"4.88e3,"	3.92		
	"4.88e3,"	3.92		
	"4.89e3,"	3.92		
	"4.89e3,"	3.92		
	"4.89e3,"	3.92		
	"4.9e3,"	3.92		
	"4.9e3,"	3.92		
	"4.9e3,"	3.93		
	"4.91e3,"	3.93		
	"4.91e3,"	3.93		
	"4.92e3,"	3.93		
	"4.92e3,"	3.93		
	"4.92e3,"	3.93		
	"4.93e3,"	3.94		
	"4.93e3,"	3.94		
	"4.93e3,"	3.94		
	"4.94e3,"	3.94		
	"4.94e3,"	3.94		
	"4.94e3,"	3.94		
	"4.95e3,"	3.94		
	"4.95e3,"	3.95		
	"4.95e3,"	3.95		
	"4.96e3,"	3.95		
	"4.96e3,"	3.95		
	"4.96e3,"	3.95		
	"4.97e3,"	3.95		
	"4.97e3,"	3.95		
	"4.98e3,"	3.95		
	"4.98e3,"	3.95		
	"4.98e3,"	3.95		
	"4.99e3,"	3.95		
	"4.99e3,"	3.95		
	"4.99e3,"	3.96		
	"5.0e3,"	3.96		
	"5.0e3,"	3.96		
	"5.0e3,"	3.96		
	"5.01e3,"	3.96		
	"5.01e3,"	3.96		
	"5.01e3,"	3.96		
	"5.02e3,"	3.97		
	"5.02e3,"	3.97		
	"5.03e3,"	3.97		
	"5.03e3,"	3.97		
	"5.03e3,"	3.97		
	"5.04e3,"	3.97		
	"5.04e3,"	3.98		
	"5.04e3,"	3.98		
	"5.05e3,"	3.98		
	"5.05e3,"	3.98		
	"5.05e3,"	3.98		
	"5.06e3,"	3.98		
	"5.06e3,"	3.98		
	"5.06e3,"	3.98		
	"5.07e3,"	3.98		
	"5.07e3,"	3.98		
	"5.07e3,"	3.98		
	"5.08e3,"	3.98		
	"5.08e3,"	3.99		
	"5.09e3,"	3.99		
	"5.09e3,"	3.99		
	"5.09e3,"	3.99		
	"5.1e3,"	3.99		
	"5.1e3,"	3.99		
	"5.1e3,"	4		
	"5.11e3,"	4		
	"5.11e3,"	4		
	"5.11e3,"	4		
	"5.12e3,"	4		
	"5.12e3,"	4		
	"5.12e3,"	4		
	"5.13e3,"	4.01		
	"5.13e3,"	4.01		
	"5.13e3,"	4.01		
	"5.14e3,"	4.01		
	"5.14e3,"	4.01		
	"5.15e3,"	4.02		
	"5.15e3,"	4.02		
	"5.15e3,"	4.02		
	"5.16e3,"	4.02		
	"5.16e3,"	4.02		
	"5.16e3,"	4.02		
	"5.17e3,"	4.02		
	"5.17e3,"	4.02		
	"5.17e3,"	4.02		
	"5.18e3,"	4.02		
	"5.18e3,"	4.02		
	"5.18e3,"	4.02		
	"5.19e3,"	4.03		
	"5.19e3,"	4.03		
	"5.2e3,"	4.03		
	"5.2e3,"	4.03		
	"5.2e3,"	4.03		
	"5.21e3,"	4.03		
	"5.21e3,"	4.04		
	"5.21e3,"	4.04		
	"5.22e3,"	4.04		
	"5.22e3,"	4.04		
	"5.22e3,"	4.04		
	"5.23e3,"	4.04		
	"5.23e3,"	4.05		
	"5.23e3,"	4.05		
	"5.24e3,"	4.05		
	"5.24e3,"	4.05		
	"5.24e3,"	4.05		
	"5.25e3,"	4.05		
	"5.25e3,"	4.05		
	"5.26e3,"	4.05		
	"5.26e3,"	4.05		
	"5.26e3,"	4.05		
	"5.27e3,"	4.05		
	"5.27e3,"	4.06		
	"5.27e3,"	4.06		
	"5.28e3,"	4.06		
	"5.28e3,"	4.06		
	"5.28e3,"	4.06		
	"5.29e3,"	4.07		
	"5.29e3,"	4.07		
	"5.29e3,"	4.07		
	"5.3e3,"	4.07		
	"5.3e3,"	4.07		
	"5.31e3,"	4.08		
	"5.31e3,"	4.08		
	"5.31e3,"	4.08		
	"5.32e3,"	4.08		
	"5.32e3,"	4.08		
	"5.32e3,"	4.08		
	"5.33e3,"	4.08		
	"5.33e3,"	4.08		
	"5.33e3,"	4.08		
	"5.34e3,"	4.08		
	"5.34e3,"	4.08		
	"5.34e3,"	4.09		
	"5.35e3,"	4.09		
	"5.35e3,"	4.09		
	"5.35e3,"	4.09		
	"5.36e3,"	4.09		
	"5.36e3,"	4.1		
	"5.37e3,"	4.1		
	"5.37e3,"	4.1		
	"5.37e3,"	4.1		
	"5.38e3,"	4.1		
	"5.38e3,"	4.11		
	"5.38e3,"	4.11		
	"5.39e3,"	4.11		
	"5.39e3,"	4.11		
	"5.39e3,"	4.11		
	"5.4e3,"	4.11		
	"5.4e3,"	4.11		
	"5.4e3,"	4.11		
	"5.41e3,"	4.11		
	"5.41e3,"	4.11		
	"5.41e3,"	4.11		
	"5.42e3,"	4.12		
	"5.42e3,"	4.12		
	"5.43e3,"	4.12		
	"5.43e3,"	4.12		
	"5.43e3,"	4.13		
	"5.44e3,"	4.13		
	"5.44e3,"	4.13		
	"5.44e3,"	4.13		
	"5.45e3,"	4.13		
	"5.45e3,"	4.14		
	"5.45e3,"	4.14		
	"5.46e3,"	4.14		
	"5.46e3,"	4.14		
	"5.46e3,"	4.14		
	"5.47e3,"	4.14		
	"5.47e3,"	4.14		
	"5.48e3,"	4.14		
	"5.48e3,"	4.14		
	"5.48e3,"	4.14		
	"5.49e3,"	4.15		
	"5.49e3,"	4.15		
	"5.49e3,"	4.15		
	"5.5e3,"	4.15		
	"5.5e3,"	4.16		
	"5.5e3,"	4.16		
	"5.51e3,"	4.16		
	"5.51e3,"	4.16		
	"5.51e3,"	4.16		
	"5.52e3,"	4.17		
	"5.52e3,"	4.17		
	"5.52e3,"	4.17		
	"5.53e3,"	4.17		
	"5.53e3,"	4.18		
	"5.54e3,"	4.18		
	"5.54e3,"	4.18		
	"5.54e3,"	4.18		
	"5.55e3,"	4.18		
	"5.55e3,"	4.18		
	"5.55e3,"	4.18		
	"5.56e3,"	4.18		
	"5.56e3,"	4.18		
	"5.56e3,"	4.19		
	"5.57e3,"	4.19		
	"5.57e3,"	4.19		
	"5.57e3,"	4.19		
	"5.58e3,"	4.2		
	"5.58e3,"	4.2		
	"5.59e3,"	4.2		
	"5.59e3,"	4.2		
	"5.59e3,"	4.21		
	"5.6e3,"	4.21		
	"5.6e3,"	4.21		
	"5.6e3,"	4.21		
	"5.61e3,"	4.21		
	"5.61e3,"	4.21		
	"5.61e3,"	4.21		
	"5.62e3,"	4.21		
	"5.62e3,"	4.22		
	"5.62e3,"	4.22		
	"5.63e3,"	4.22		
	"5.63e3,"	4.22		
	"5.63e3,"	4.23		
	"5.64e3,"	4.23		
	"5.64e3,"	4.23		
	"5.65e3,"	4.23		
	"5.65e3,"	4.24		
	"5.65e3,"	4.24		
	"5.66e3,"	4.24		
	"5.66e3,"	4.24		
	"5.66e3,"	4.24		
	"5.67e3,"	4.24		
	"5.67e3,"	4.24		
	"5.67e3,"	4.24		
	"5.68e3,"	4.25		
	"5.68e3,"	4.25		
	"5.68e3,"	4.25		
	"5.69e3,"	4.26		
	"5.69e3,"	4.26		
	"5.69e3,"	4.26		
	"5.7e3,"	4.26		
	"5.7e3,"	4.27		
	"5.71e3,"	4.27		
	"5.71e3,"	4.27		
	"5.71e3,"	4.27		
	"5.72e3,"	4.27		
	"5.72e3,"	4.27		
	"5.72e3,"	4.27		
	"5.73e3,"	4.28		
	"5.73e3,"	4.28		
	"5.73e3,"	4.28		
	"5.74e3,"	4.28		
	"5.74e3,"	4.29		
	"5.74e3,"	4.29		
	"5.75e3,"	4.29		
	"5.75e3,"	4.3		
	"5.76e3,"	4.3		
	"5.76e3,"	4.3		
	"5.76e3,"	4.3		
	"5.77e3,"	4.3		
	"5.77e3,"	4.31		
	"5.77e3,"	4.31		
	"5.77e3,"	4.31		
	"5.78e3,"	4.31		
	"5.78e3,"	4.31		
	"5.78e3,"	4.31		
	"5.79e3,"	4.31		
	"5.79e3,"	4.31		
	"5.79e3,"	4.31		
	"5.8e3,"	4.32		
	"5.8e3,"	4.32		
	"5.8e3,"	4.33		
	"5.81e3,"	4.34		
	"5.81e3,"	4.34		
	"5.82e3,"	4.34		
	"5.82e3,"	4.34		
	"5.82e3,"	4.34		
	"5.83e3,"	4.34		
	"5.83e3,"	4.34		
	"5.83e3,"	4.34		
	"5.84e3,"	4.34		
	"5.84e3,"	4.35		
	"5.84e3,"	4.35		
	"5.85e3,"	4.35		
	"5.85e3,"	4.35		
	"5.85e3,"	4.35		
	"5.86e3,"	4.35		
	"5.86e3,"	4.35		
	"5.87e3,"	4.35		
	"5.87e3,"	4.37		
	"5.87e3,"	4.37		
	"5.88e3,"	4.37		
	"5.88e3,"	4.38		
	"5.88e3,"	4.38		
	"5.89e3,"	4.38		
	"5.89e3,"	4.38		
	"5.89e3,"	4.38		
	"5.9e3,"	4.38		
	"5.9e3,"	4.38		
	"5.9e3,"	4.39		
	"5.91e3,"	4.39		
	"5.91e3,"	4.4		
	"5.91e3,"	4.4		
	"5.92e3,"	4.4		
	"5.92e3,"	4.4		
	"5.93e3,"	4.4		
	"5.93e3,"	4.4		
	"5.93e3,"	4.4		
	"5.94e3,"	4.4		
	"5.94e3,"	4.41		
	"5.94e3,"	4.41		
	"5.95e3,"	4.42		
	"5.95e3,"	4.43		
	"5.95e3,"	4.43		
	"5.96e3,"	4.43		
	"5.96e3,"	4.43		
	"5.96e3,"	4.43		
	"5.97e3,"	4.43		
	"5.97e3,"	4.43		
	"5.97e3,"	4.43		
	"5.98e3,"	4.43		
	"5.98e3,"	4.43		
	"5.99e3,"	4.44		
	"5.99e3,"	4.44		
	"5.99e3,"	4.45		
	"6.0e3,"	4.46		
	"6.0e3,"	4.46		
	"6.0e3,"	4.46		
	"6.01e3,"	4.46		
	"6.01e3,"	4.46		
	"6.01e3,"	4.46		
	"6.02e3,"	4.47		
	"6.02e3,"	4.47		
	"6.02e3,"	4.47		
	"6.03e3,"	4.47		
	"6.03e3,"	4.47		
	"6.04e3,"	4.47		
	"6.04e3,"	4.48		
	"6.04e3,"	4.49		
	"6.05e3,"	4.49		
	"6.05e3,"	4.49		
	"6.05e3,"	4.49		
	"6.06e3,"	4.49		
	"6.06e3,"	4.49		
	"6.06e3,"	4.5		
	"6.07e3,"	4.5		
	"6.07e3,"	4.5		
	"6.07e3,"	4.5		
	"6.08e3,"	4.5		
	"6.08e3,"	4.5		
	"6.08e3,"	4.51		
	"6.09e3,"	4.51		
	"6.09e3,"	4.51		
	"6.1e3,"	4.52		
	"6.1e3,"	4.52		
	"6.1e3,"	4.52		
	"6.11e3,"	4.52		
	"6.11e3,"	4.53		
	"6.11e3,"	4.53		
	"6.12e3,"	4.53		
	"6.12e3,"	4.53		
	"6.12e3,"	4.53		
	"6.13e3,"	4.53		
	"6.13e3,"	4.54		
	"6.13e3,"	4.54		
	"6.14e3,"	4.54		
	"6.14e3,"	4.55		
	"6.15e3,"	4.55		
	"6.15e3,"	4.55		
	"6.15e3,"	4.56		
	"6.16e3,"	4.56		
	"6.16e3,"	4.56		
	"6.16e3,"	4.56		
	"6.17e3,"	4.56		
	"6.17e3,"	4.56		
	"6.17e3,"	4.56		
	"6.18e3,"	4.56		
	"6.18e3,"	4.56		
	"6.18e3,"	4.58		
	"6.19e3,"	4.58		
	"6.19e3,"	4.58		
	"6.19e3,"	4.58		
	"6.2e3,"	4.58		
	"6.2e3,"	4.58		
	"6.21e3,"	4.58		
	"6.21e3,"	4.58		
	"6.21e3,"	4.58		
	"6.22e3,"	4.58		
	"6.22e3,"	4.6		
	"6.22e3,"	4.6		
	"6.23e3,"	4.6		
	"6.23e3,"	4.6		
	"6.23e3,"	4.6		
	"6.24e3,"	4.6		
	"6.24e3,"	4.62		
	"6.24e3,"	4.62		
	"6.25e3,"	4.62		
	"6.25e3,"	4.63		
	"6.25e3,"	4.63		
	"6.26e3,"	4.63		
	"6.26e3,"	4.63		
	"6.27e3,"	4.63		
	"6.27e3,"	4.63		
	"6.27e3,"	4.64		
	"6.28e3,"	4.64		
	"6.28e3,"	4.64		
	"6.28e3,"	4.65		
	"6.29e3,"	4.65		
	"6.29e3,"	4.66		
	"6.29e3,"	4.66		
	"6.3e3,"	4.66		
	"6.3e3,"	4.66		
	"6.3e3,"	4.66		
	"6.31e3,"	4.66		
	"6.31e3,"	4.67		
	"6.32e3,"	4.67		
	"6.32e3,"	4.67		
	"6.32e3,"	4.68		
	"6.33e3,"	4.68		
	"6.33e3,"	4.68		
	"6.33e3,"	4.69		
	"6.34e3,"	4.69		
	"6.34e3,"	4.69		
	"6.34e3,"	4.69		
	"6.35e3,"	4.69		
	"6.35e3,"	4.69		
	"6.35e3,"	4.7		
	"6.36e3,"	4.7		
	"6.36e3,"	4.7		
	"6.36e3,"	4.71		
	"6.37e3,"	4.71		
	"6.37e3,"	4.72		
	"6.38e3,"	4.72		
	"6.38e3,"	4.72		
	"6.38e3,"	4.72		
	"6.39e3,"	4.72		
	"6.39e3,"	4.72		
	"6.39e3,"	4.73		
	"6.4e3,"	4.73		
	"6.4e3,"	4.73		
	"6.4e3,"	4.74		
	"6.41e3,"	4.74		
	"6.41e3,"	4.75		
	"6.41e3,"	4.75		
	"6.42e3,"	4.75		
	"6.42e3,"	4.75		
	"6.43e3,"	4.75		
	"6.43e3,"	4.75		
	"6.43e3,"	4.76		
	"6.44e3,"	4.76		
	"6.44e3,"	4.76		
	"6.44e3,"	4.77		
	"6.45e3,"	4.77		
	"6.45e3,"	4.78		
	"6.45e3,"	4.78		
	"6.46e3,"	4.78		
	"6.46e3,"	4.79		
	"6.46e3,"	4.79		
	"6.47e3,"	4.79		
	"6.47e3,"	4.79		
	"6.47e3,"	4.79		
	"6.48e3,"	4.8		
	"6.48e3,"	4.8		
	"6.49e3,"	4.8		
	"6.49e3,"	4.81		
	"6.49e3,"	4.81		
	"6.5e3,"	4.81		
	"6.5e3,"	4.81		
	"6.5e3,"	4.81		
	"6.51e3,"	4.81		
	"6.51e3,"	4.81		
	"6.51e3,"	4.81		
	"6.52e3,"	4.83		
	"6.52e3,"	4.83		
	"6.52e3,"	4.83		
	"6.53e3,"	4.83		
	"6.53e3,"	4.83		
	"6.53e3,"	4.85		
	"6.54e3,"	4.85		
	"6.54e3,"	4.85		
	"6.55e3,"	4.85		
	"6.55e3,"	4.85		
	"6.55e3,"	4.85		
	"6.56e3,"	4.85		
	"6.56e3,"	4.87		
	"6.56e3,"	4.87		
	"6.57e3,"	4.87		
	"6.57e3,"	4.88		
	"6.57e3,"	4.88		
	"6.58e3,"	4.88		
	"6.58e3,"	4.88		
	"6.58e3,"	4.88		
	"6.59e3,"	4.89		
	"6.59e3,"	4.89		
	"6.6e3,"	4.9		
	"6.6e3,"	4.9		
	"6.6e3,"	4.9		
	"6.61e3,"	4.91		
	"6.61e3,"	4.91		
	"6.61e3,"	4.91		
	"6.62e3,"	4.91		
	"6.62e3,"	4.92		
	"6.62e3,"	4.92		
	"6.63e3,"	4.92		
	"6.63e3,"	4.93		
	"6.63e3,"	4.93		
	"6.64e3,"	4.94		
	"6.64e3,"	4.94		
	"6.64e3,"	4.95		
	"6.65e3,"	4.95		
	"6.65e3,"	4.95		
	"6.66e3,"	4.95		
	"6.66e3,"	4.95		
	"6.66e3,"	4.96		
	"6.67e3,"	4.96		
	"6.67e3,"	4.97		
	"6.67e3,"	4.97		
	"6.68e3,"	4.97		
	"6.68e3,"	4.98		
	"6.68e3,"	4.98		
	"6.69e3,"	4.98		
	"6.69e3,"	4.98		
	"6.69e3,"	4.99		
	"6.7e3,"	4.99		
	"6.7e3,"	4.99		
	"6.71e3,"	5		
	"6.71e3,"	5		
	"6.71e3,"	5.01		
	"6.72e3,"	5.01		
	"6.72e3,"	5.01		
	"6.72e3,"	5.01		
	"6.73e3,"	5.02		
	"6.73e3,"	5.02		
	"6.73e3,"	5.02		
	"6.74e3,"	5.03		
	"6.74e3,"	5.03		
	"6.74e3,"	5.04		
	"6.75e3,"	5.04		
	"6.75e3,"	5.04		
	"6.75e3,"	5.04		
	"6.76e3,"	5.05		
	"6.76e3,"	5.05		
	"6.77e3,"	5.06		
	"6.77e3,"	5.06		
	"6.77e3,"	5.07		
	"6.78e3,"	5.07		
	"6.78e3,"	5.07		
	"6.78e3,"	5.07		
	"6.79e3,"	5.07		
	"6.79e3,"	5.08		
	"6.79e3,"	5.08		
	"6.8e3,"	5.09		
	"6.8e3,"	5.09		
	"6.8e3,"	5.1		
	"6.81e3,"	5.1		
	"6.81e3,"	5.11		
	"6.81e3,"	5.11		
	"6.82e3,"	5.11		
	"6.82e3,"	5.11		
	"6.83e3,"	5.12		
	"6.83e3,"	5.12		
	"6.83e3,"	5.13		
	"6.84e3,"	5.13		
	"6.84e3,"	5.14		
	"6.84e3,"	5.14		
	"6.85e3,"	5.14		
	"6.85e3,"	5.14		
	"6.85e3,"	5.15		
	"6.86e3,"	5.15		
	"6.86e3,"	5.16		
	"6.86e3,"	5.16		
	"6.87e3,"	5.17		
	"6.87e3,"	5.17		
	"6.88e3,"	5.17		
	"6.88e3,"	5.17		
	"6.88e3,"	5.18		
	"6.89e3,"	5.18		
	"6.89e3,"	5.19		
	"6.89e3,"	5.19		
	"6.9e3,"	5.2		
	"6.9e3,"	5.2		
	"6.9e3,"	5.2		
	"6.91e3,"	5.2		
	"6.91e3,"	5.21		
	"6.91e3,"	5.21		
	"6.92e3,"	5.22		
	"6.92e3,"	5.22		
	"6.92e3,"	5.23		
	"6.93e3,"	5.23		
	"6.93e3,"	5.23		
	"6.94e3,"	5.23		
	"6.94e3,"	5.24		
	"6.94e3,"	5.24		
	"6.95e3,"	5.25		
	"6.95e3,"	5.25		
	"6.95e3,"	5.26		
	"6.96e3,"	5.26		
	"6.96e3,"	5.27		
	"6.96e3,"	5.27		
	"6.97e3,"	5.27		
	"6.97e3,"	5.28		
	"6.97e3,"	5.28		
	"6.98e3,"	5.29		
	"6.98e3,"	5.29		
	"6.99e3,"	5.3		
	"6.99e3,"	5.3		
	"6.99e3,"	5.3		
	"7.0e3,"	5.3		
	"7.0e3,"	5.31		
	"7.0e3,"	5.31		
	"7.01e3,"	5.32		
	"7.01e3,"	5.33		
	"7.01e3,"	5.33		
	"7.02e3,"	5.33		
	"7.02e3,"	5.33		
	"7.02e3,"	5.34		
	"7.03e3,"	5.34		
	"7.03e3,"	5.35		
	"7.03e3,"	5.35		
	"7.04e3,"	5.35		
	"7.04e3,"	5.35		
	"7.05e3,"	5.35		
	"7.05e3,"	5.37		
	"7.05e3,"	5.37		
	"7.06e3,"	5.38		
	"7.06e3,"	5.38		
	"7.06e3,"	5.39		
	"7.07e3,"	5.39		
	"7.07e3,"	5.39		
	"7.07e3,"	5.4		
	"7.08e3,"	5.4		
	"7.08e3,"	5.41		
	"7.08e3,"	5.42		
	"7.09e3,"	5.42		
	"7.09e3,"	5.42		
	"7.09e3,"	5.43		
	"7.1e3,"	5.43		
	"7.1e3,"	5.44		
	"7.11e3,"	5.44		
	"7.11e3,"	5.45		
	"7.11e3,"	5.45		
	"7.12e3,"	5.46		
	"7.12e3,"	5.46		
	"7.12e3,"	5.46		
	"7.13e3,"	5.47		
	"7.13e3,"	5.47		
	"7.13e3,"	5.48		
	"7.14e3,"	5.49		
	"7.14e3,"	5.49		
	"7.14e3,"	5.49		
	"7.15e3,"	5.49		
	"7.15e3,"	5.5		
	"7.16e3,"	5.51		
	"7.16e3,"	5.51		
	"7.16e3,"	5.52		
	"7.17e3,"	5.52		
	"7.17e3,"	5.52		
	"7.17e3,"	5.53		
	"7.18e3,"	5.53		
	"7.18e3,"	5.54		
	"7.18e3,"	5.55		
	"7.19e3,"	5.55		
	"7.19e3,"	5.55		
	"7.19e3,"	5.56		
	"7.2e3,"	5.56		
	"7.2e3,"	5.56		
	"7.2e3,"	5.56		
	"7.21e3,"	5.58		
	"7.21e3,"	5.58		
	"7.22e3,"	5.58		
	"7.22e3,"	5.58		
	"7.22e3,"	5.6		
	"7.23e3,"	5.6		
	"7.23e3,"	5.6		
	"7.23e3,"	5.62		
	"7.24e3,"	5.62		
	"7.24e3,"	5.62		
	"7.24e3,"	5.63		
	"7.25e3,"	5.63		
	"7.25e3,"	5.64		
	"7.25e3,"	5.65		
	"7.26e3,"	5.65		
	"7.26e3,"	5.65		
	"7.27e3,"	5.66		
	"7.27e3,"	5.66		
	"7.27e3,"	5.67		
	"7.28e3,"	5.68		
	"7.28e3,"	5.68		
	"7.28e3,"	5.68		
	"7.29e3,"	5.69		
	"7.29e3,"	5.7		
	"7.29e3,"	5.7		
	"7.3e3,"	5.71		
	"7.3e3,"	5.71		
	"7.3e3,"	5.71		
	"7.31e3,"	5.72		
	"7.31e3,"	5.73		
	"7.31e3,"	5.74		
	"7.32e3,"	5.74		
	"7.32e3,"	5.74		
	"7.33e3,"	5.75		
	"7.33e3,"	5.75		
	"7.33e3,"	5.76		
	"7.34e3,"	5.77		
	"7.34e3,"	5.78		
	"7.34e3,"	5.78		
	"7.35e3,"	5.78		
	"7.35e3,"	5.79		
	"7.35e3,"	5.79		
	"7.36e3,"	5.8		
	"7.36e3,"	5.81		
	"7.36e3,"	5.81		
	"7.37e3,"	5.81		
	"7.37e3,"	5.81		
	"7.38e3,"	5.83		
	"7.38e3,"	5.83		
	"7.38e3,"	5.83		
	"7.39e3,"	5.83		
	"7.39e3,"	5.85		
	"7.39e3,"	5.85		
	"7.4e3,"	5.85		
	"7.4e3,"	5.87		
	"7.4e3,"	5.87		
	"7.41e3,"	5.88		
	"7.41e3,"	5.88		
	"7.41e3,"	5.89		
	"7.42e3,"	5.9		
	"7.42e3,"	5.9		
	"7.42e3,"	5.9		
	"7.43e3,"	5.91		
	"7.43e3,"	5.92		
	"7.44e3,"	5.93		
	"7.44e3,"	5.93		
	"7.44e3,"	5.94		
	"7.45e3,"	5.94		
	"7.45e3,"	5.95		
	"7.45e3,"	5.95		
	"7.46e3,"	5.96		
	"7.46e3,"	5.97		
	"7.46e3,"	5.97		
	"7.47e3,"	5.98		
	"7.47e3,"	5.98		
	"7.47e3,"	5.99		
	"7.48e3,"	6		
	"7.48e3,"	6		
	"7.48e3,"	6.01		
	"7.49e3,"	6.01		
	"7.49e3,"	6.02		
	"7.5e3,"	6.03		
	"7.5e3,"	6.03		
	"7.5e3,"	6.03		
	"7.51e3,"	6.04		
	"7.51e3,"	6.05		
	"7.51e3,"	6.06		
	"7.52e3,"	6.06		
	"7.52e3,"	6.06		
	"7.52e3,"	6.07		
	"7.53e3,"	6.08		
	"7.53e3,"	6.09		
	"7.53e3,"	6.1		
	"7.54e3,"	6.1		
	"7.54e3,"	6.1		
	"7.55e3,"	6.11		
	"7.55e3,"	6.12		
	"7.55e3,"	6.13		
	"7.56e3,"	6.13		
	"7.56e3,"	6.13		
	"7.56e3,"	6.14		
	"7.57e3,"	6.15		
	"7.57e3,"	6.16		
	"7.57e3,"	6.16		
	"7.58e3,"	6.16		
	"7.58e3,"	6.17		
	"7.58e3,"	6.18		
	"7.59e3,"	6.19		
	"7.59e3,"	6.19		
	"7.59e3,"	6.2		
	"7.6e3,"	6.2		
	"7.6e3,"	6.21		
	"7.61e3,"	6.22		
	"7.61e3,"	6.22		
	"7.61e3,"	6.23		
	"7.62e3,"	6.24		
	"7.62e3,"	6.24		
	"7.62e3,"	6.25		
	"7.63e3,"	6.26		
	"7.63e3,"	6.26		
	"7.63e3,"	6.27		
	"7.64e3,"	6.28		
	"7.64e3,"	6.28		
	"7.64e3,"	6.29		
	"7.65e3,"	6.29		
	"7.65e3,"	6.3		
	"7.66e3,"	6.31		
	"7.66e3,"	6.32		
	"7.66e3,"	6.32		
	"7.67e3,"	6.32		
	"7.67e3,"	6.33		
	"7.67e3,"	6.34		
	"7.68e3,"	6.35		
	"7.68e3,"	6.35		
	"7.68e3,"	6.35		
	"7.69e3,"	6.35		
	"7.69e3,"	6.37		
	"7.69e3,"	6.38		
	"7.7e3,"	6.38		
	"7.7e3,"	6.39		
	"7.7e3,"	6.4		
	"7.71e3,"	6.41		
	"7.71e3,"	6.41		
	"7.72e3,"	6.42		
	"7.72e3,"	6.42		
	"7.72e3,"	6.43		
	"7.73e3,"	6.44		
	"7.73e3,"	6.45		
	"7.73e3,"	6.45		
	"7.74e3,"	6.46		
	"7.74e3,"	6.46		
	"7.74e3,"	6.47		
	"7.75e3,"	6.48		
	"7.75e3,"	6.48		
	"7.75e3,"	6.49		
	"7.76e3,"	6.5		
	"7.76e3,"	6.51		
	"7.76e3,"	6.51		
	"7.77e3,"	6.51		
	"7.77e3,"	6.52		
	"7.78e3,"	6.53		
	"7.78e3,"	6.54		
	"7.78e3,"	6.54		
	"7.79e3,"	6.55		
	"7.79e3,"	6.56		
	"7.79e3,"	6.56		
	"7.8e3,"	6.56		
	"7.8e3,"	6.56		
	"7.8e3,"	6.58		
	"7.81e3,"	6.58		
	"7.81e3,"	6.6		
	"7.81e3,"	6.6		
	"7.82e3,"	6.6		
	"7.82e3,"	6.62		
	"7.83e3,"	6.63		
	"7.83e3,"	6.63		
	"7.83e3,"	6.64		
	"7.84e3,"	6.64		
	"7.84e3,"	6.65		
	"7.84e3,"	6.66		
	"7.85e3,"	6.67		
	"7.85e3,"	6.67		
	"7.85e3,"	6.68		
	"7.86e3,"	6.69		
	"7.86e3,"	6.69		
	"7.86e3,"	6.7		
	"7.87e3,"	6.7		
	"7.87e3,"	6.71		
	"7.87e3,"	6.72		
	"7.88e3,"	6.73		
	"7.88e3,"	6.73		
	"7.89e3,"	6.74		
	"7.89e3,"	6.75		
	"7.89e3,"	6.76		
	"7.9e3,"	6.76		
	"7.9e3,"	6.77		
	"7.9e3,"	6.77		
	"7.91e3,"	6.78		
	"7.91e3,"	6.79		
	"7.91e3,"	6.8		
	"7.92e3,"	6.8		
	"7.92e3,"	6.81		
	"7.92e3,"	6.81		
	"7.93e3,"	6.83		
	"7.93e3,"	6.83		
	"7.94e3,"	6.83		
	"7.94e3,"	6.83		
	"7.94e3,"	6.85		
	"7.95e3,"	6.85		
	"7.95e3,"	6.85		
	"7.95e3,"	6.87		
	"7.96e3,"	6.88		
	"7.96e3,"	6.89		
	"7.96e3,"	6.89		
	"7.97e3,"	6.89		
	"7.97e3,"	6.9		
	"7.97e3,"	6.91		
	"7.98e3,"	6.92		
	"7.98e3,"	6.93		
	"7.98e3,"	6.93		
	"7.99e3,"	6.94		
	"7.99e3,"	6.95		
	"8.0e3,"	6.96		
	"8.0e3,"	6.96		
	"8.0e3,"	6.97		
	"8.01e3,"	6.97		
	"8.01e3,"	6.98		
	"8.01e3,"	6.99		
	"8.02e3,"	6.99		
	"8.02e3,"	7		
	"8.02e3,"	7.01		
	"8.03e3,"	7.02		
	"8.03e3,"	7.02		
	"8.03e3,"	7.03		
	"8.04e3,"	7.04		
	"8.04e3,"	7.05		
	"8.05e3,"	7.05		
	"8.05e3,"	7.05		
	"8.05e3,"	7.06		
	"8.06e3,"	7.07		
	"8.06e3,"	7.08		
	"8.06e3,"	7.09		
	"8.07e3,"	7.09		
	"8.07e3,"	7.1		
	"8.07e3,"	7.11		
	"8.08e3,"	7.12		
	"8.08e3,"	7.12		
	"8.08e3,"	7.13		
	"8.09e3,"	7.13		
	"8.09e3,"	7.14		
	"8.09e3,"	7.15		
	"8.1e3,"	7.15		
	"8.1e3,"	7.16		
	"8.11e3,"	7.17		
	"8.11e3,"	7.18		
	"8.11e3,"	7.18		
	"8.12e3,"	7.19		
	"8.12e3,"	7.2		
	"8.12e3,"	7.21		
	"8.13e3,"	7.21		
	"8.13e3,"	7.21		
	"8.13e3,"	7.22		
	"8.14e3,"	7.23		
	"8.14e3,"	7.24		
	"8.14e3,"	7.25		
	"8.15e3,"	7.25		
	"8.15e3,"	7.26		
	"8.15e3,"	7.27		
