X	Y (m)	z(m)		
	"8.16e3,"	7.28		
	"8.16e3,"	7.28		
	"8.17e3,"	7.29		
	"8.17e3,"	7.29		
	"8.17e3,"	7.3		
	"8.18e3,"	7.31		
	"8.18e3,"	7.31		
	"8.18e3,"	7.32		
	"8.19e3,"	7.33		
	"8.19e3,"	7.34		
	"8.19e3,"	7.34		
	"8.2e3,"	7.35		
	"8.2e3,"	7.35		
	"8.2e3,"	7.37		
	"8.21e3,"	7.37		
	"8.21e3,"	7.37		
	"8.22e3,"	7.38		
	"8.22e3,"	7.39		
	"8.22e3,"	7.4		
	"8.23e3,"	7.4		
	"8.23e3,"	7.41		
	"8.23e3,"	7.42		
	"8.24e3,"	7.43		
	"8.24e3,"	7.44		
	"8.24e3,"	7.44		
	"8.25e3,"	7.44		
	"8.25e3,"	7.45		
	"8.25e3,"	7.46		
	"8.26e3,"	7.47		
	"8.26e3,"	7.47		
	"8.26e3,"	7.48		
	"8.27e3,"	7.49		
	"8.27e3,"	7.5		
	"8.28e3,"	7.5		
	"8.28e3,"	7.51		
	"8.28e3,"	7.51		
	"8.29e3,"	7.52		
	"8.29e3,"	7.53		
	"8.29e3,"	7.53		
	"8.3e3,"	7.54		
	"8.3e3,"	7.55		
	"8.3e3,"	7.56		
	"8.31e3,"	7.56		
	"8.31e3,"	7.56		
	"8.31e3,"	7.58		
	"8.32e3,"	7.58		
	"8.32e3,"	7.58		
	"8.33e3,"	7.6		
	"8.33e3,"	7.6		
	"8.33e3,"	7.6		
	"8.34e3,"	7.62		
	"8.34e3,"	7.63		
	"8.34e3,"	7.63		
	"8.35e3,"	7.64		
	"8.35e3,"	7.64		
	"8.35e3,"	7.65		
	"8.36e3,"	7.66		
	"8.36e3,"	7.66		
	"8.36e3,"	7.67		
	"8.37e3,"	7.68		
	"8.37e3,"	7.69		
	"8.37e3,"	7.69		
	"8.38e3,"	7.7		
	"8.38e3,"	7.7		
	"8.39e3,"	7.71		
	"8.39e3,"	7.72		
	"8.39e3,"	7.72		
	"8.4e3,"	7.73		
	"8.4e3,"	7.74		
	"8.4e3,"	7.75		
	"8.41e3,"	7.76		
	"8.41e3,"	7.76		
	"8.41e3,"	7.76		
	"8.42e3,"	7.77		
	"8.42e3,"	7.78		
	"8.42e3,"	7.79		
	"8.43e3,"	7.79		
	"8.43e3,"	7.8		
	"8.43e3,"	7.81		
	"8.44e3,"	7.81		
	"8.44e3,"	7.81		
	"8.45e3,"	7.81		
	"8.45e3,"	7.83		
	"8.45e3,"	7.83		
	"8.46e3,"	7.85		
	"8.46e3,"	7.85		
	"8.46e3,"	7.85		
	"8.47e3,"	7.87		
	"8.47e3,"	7.87		
	"8.47e3,"	7.88		
	"8.48e3,"	7.88		
	"8.48e3,"	7.89		
	"8.48e3,"	7.9		
	"8.49e3,"	7.91		
	"8.49e3,"	7.92		
	"8.5e3,"	7.92		
	"8.5e3,"	7.92		
	"8.5e3,"	7.93		
	"8.51e3,"	7.94		
	"8.51e3,"	7.95		
	"8.51e3,"	7.95		
	"8.52e3,"	7.96		
	"8.52e3,"	7.96		
	"8.52e3,"	7.97		
	"8.53e3,"	7.98		
	"8.53e3,"	7.98		
	"8.53e3,"	7.99		
	"8.54e3,"	8		
	"8.54e3,"	8.01		
	"8.54e3,"	8.01		
	"8.55e3,"	8.01		
	"8.55e3,"	8.02		
	"8.56e3,"	8.03		
	"8.56e3,"	8.04		
	"8.56e3,"	8.04		
	"8.57e3,"	8.04		
	"8.57e3,"	8.04		
	"8.57e3,"	8.05		
	"8.57e3,"	8.06		
	"8.57e3,"	8.07		
	"8.57e3,"	8.08		
