1	0	10.8657
1	6.556674207	10.8768
1	13.11334841	10.8086
1	19.67002262	10.7748
1	26.22669683	10.8511
1	32.78337104	10.8441
1	39.34004524	10.8516
1	45.89671945	10.8874
1	51.96080498	10.8434
1	58.02489052	10.7907
1	64.08897605	10.8335
1	70.15306158	10.8868
1	76.21714711	10.7759
1	80.63274337	10.7534
1	85.04833963	10.7593
1	89.53317043	10.7712
1	94.01800123	10.7745
1	98.50283203	10.7615
1	103.9068035	10.7778
1	109.310775	10.8424
1	114.7147465	10.9203
1	120.118718	11.0804
1	125.5226894	11.2655
1	131.3365578	11.5117
1	137.1504263	11.8244
1	142.9642947	12.1607
1	148.7781631	12.4244
1	154.0850493	12.694
1	159.3919356	12.817
1	164.6988218	12.9167
1	170.005708	12.972
1	175.3125943	12.9944
1	181.6414254	12.9788
1	187.9702566	12.9779
1	194.2990877	13.0002
1	199.8420633	13.0255
1	205.3850389	13.2065
1	210.9280145	13.4993
1	216.4709901	13.8315
1	222.0139657	14.2511
1	227.4355476	14.6521
1	232.8571295	14.8161
1	238.2787113	15.369
1	243.7002932	15.7711
1	249.121875	16.0236
1	254.0969108	16.2179
1	259.0719466	16.4453
1	264.0469823	16.7918
1	269.0220181	17.184
1	275.2843687	17.6487
1	281.5467193	18.0372
1	287.80907	18.3253
1	294.0714206	18.4611
1	299.2250518	18.4597
1	304.378683	18.506
1	309.5323142	18.5689
1	314.6859454	18.6142
1	320.043859	18.6287
1	325.4017726	18.6207
1	330.7596863	18.6862
1	336.1175999	18.7124
1	341.4755135	18.6968
1	347.3190643	18.681
1	353.1626151	18.6607
1	359.0061659	18.6675
1	364.8497167	18.749
1	370.6932676	18.8147
1	376.5368184	18.8763
1	382.6609991	18.8777
1	388.7851797	18.8489
1	394.9093604	18.8674
1	401.0335411	18.8795
1	406.3765905	18.8604
1	411.71964	18.8961
1	417.0626894	18.8285
1	423.3712448	18.8134
1	429.6798001	18.8093
1	435.9883554	18.7954
1	442.2969108	18.6853
1	448.6054661	18.7372
1	454.9140215	18.6877
1	461.2225768	18.5395
1	467.2370479	18.3062
1	473.251519	18.1832
1	479.26599	18.3202
1	485.1625303	18.3662
1	491.0590706	18.1898
1	496.9556109	17.7399
1	502.8521511	17.605
1	508.7486914	17.4172
1	514.6452317	16.9928
1	520.5417719	16.4038
1	526.4383122	15.9382
1	532.3348525	15.5606
1	538.1505837	15.0722
1	543.9663149	14.6153
1	549.7820462	14.1324
1	555.5977774	13.8906
1	561.6523368	13.6887
1	567.7068961	13.2411
1	573.7614555	12.5745
1	579.8160148	11.7189
1	585.8705742	10.9344
1	591.9251335	10.5041
1	597.2465145	10.3912
1	602.5678955	10.3748
1	607.8892765	10.3717
1	613.4877422	10.3403
1	619.0862078	10.3499
1	624.6846735	10.377
1	630.2831391	10.4249
1	635.8816047	10.5237
1	641.4800704	10.5419
1	647.0520482	10.5313
1	652.6240261	10.4838
1	658.1960039	10.4493
1	663.7679817	10.456
1	669.3399596	10.4986
1	675.0387805	10.529
1	680.7376015	10.5054
1	686.4364225	10.4975
1	692.1689347	10.4595
1	697.9014469	10.3865
1	703.6339591	10.415
1	709.8841901	10.5633
1	716.1344212	10.5939
1	722.3846523	10.5858
1	728.6348833	10.5118
1	733.7911411	10.4161
1	738.9473989	10.4027
1	744.1036567	10.4144
1	749.2599145	10.4334
